season,team_name,player_id,player_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,Aston Villa,19192,J. Ramsey,Questionable,Ankle Injury,2024-04-03,,0
2023-2024,Aston Villa,19298,M. Cash,Missing Fixture,Hamstring Injury,2024-04-03,,144
2023-2024,Aston Villa,19366,O. Watkins,Missing Fixture,Thigh Injury,2024-04-03,,0
2023-2024,Aston Villa,19179,T. Mings,Missing Fixture,Knee Injury,2024-04-03,,273
2023-2024,Aston Villa,1904,B. Kamara,Missing Fixture,Knee Injury,2024-04-06,,168
2023-2024,Aston Villa,19071,E. Buendia,Missing Fixture,Knee Injury,2024-04-06,,280
2023-2024,Aston Villa,19192,J. Ramsey,Missing Fixture,Foot Injury,2024-04-06,,43
2023-2024,Aston Villa,19298,M. Cash,Missing Fixture,Hamstring Injury,2024-04-06,,144
2023-2024,Aston Villa,19179,T. Mings,Missing Fixture,Knee Injury,2024-04-06,,273
2023-2024,Aston Villa,1904,B. Kamara,Missing Fixture,Knee Injury,2024-04-14,,168
2023-2024,Aston Villa,47522,Douglas Luiz,Missing Fixture,Yellow Cards,2024-04-14,,126
2023-2024,Aston Villa,19071,E. Buendia,Missing Fixture,Knee Injury,2024-04-14,,280
2023-2024,Aston Villa,19192,J. Ramsey,Missing Fixture,Foot Injury,2024-04-14,,43
2023-2024,Aston Villa,19179,T. Mings,Missing Fixture,Knee Injury,2024-04-14,,273
2023-2024,Aston Villa,47547,A. Moreno,Missing Fixture,Calf Injury,2024-04-21,,202
2023-2024,Aston Villa,1904,B. Kamara,Missing Fixture,Knee Injury,2024-04-21,,168
2023-2024,Aston Villa,47522,Douglas Luiz,Missing Fixture,Yellow Cards,2024-04-21,,126
2023-2024,Aston Villa,19071,E. Buendia,Missing Fixture,Knee Injury,2024-04-21,,280
2023-2024,Aston Villa,19192,J. Ramsey,Missing Fixture,Foot Injury,2024-04-21,,43
2023-2024,Aston Villa,786,N. Zaniolo,Missing Fixture,Muscle Injury,2024-04-21,,28
2023-2024,Aston Villa,19179,T. Mings,Missing Fixture,Knee Injury,2024-04-21,,273
2023-2024,Aston Villa,47547,A. Moreno,Missing Fixture,Calf Injury,2024-04-27,,202
2023-2024,Aston Villa,1904,B. Kamara,Missing Fixture,Knee Injury,2024-04-27,,168
2023-2024,Aston Villa,19071,E. Buendia,Missing Fixture,Knee Injury,2024-04-27,,280
2023-2024,Aston Villa,19192,J. Ramsey,Missing Fixture,Foot Injury,2024-04-27,,43
2023-2024,Aston Villa,786,N. Zaniolo,Missing Fixture,Muscle Injury,2024-04-27,,28
2023-2024,Aston Villa,19179,T. Mings,Missing Fixture,Knee Injury,2024-04-27,,273
2023-2024,Aston Villa,1904,B. Kamara,Missing Fixture,Knee Injury,2024-05-05,,168
2023-2024,Aston Villa,19071,E. Buendia,Missing Fixture,Knee Injury,2024-05-05,,280
2023-2024,Aston Villa,19599,E. Martinez,Questionable,Thigh Injury,2024-05-05,,0
2023-2024,Aston Villa,19192,J. Ramsey,Missing Fixture,Foot Injury,2024-05-05,,43
2023-2024,Aston Villa,19179,T. Mings,Missing Fixture,Knee Injury,2024-05-05,,273
2023-2024,Aston Villa,2926,Y. Tielemans,Questionable,Injury,2024-05-05,,0
2023-2024,Aston Villa,47547,A. Moreno,Questionable,Injury,2024-05-13,,0
2023-2024,Aston Villa,1904,B. Kamara,Missing Fixture,Knee Injury,2024-05-13,,168
2023-2024,Aston Villa,19071,E. Buendia,Missing Fixture,Knee Injury,2024-05-13,,280
2023-2024,Aston Villa,19192,J. Ramsey,Missing Fixture,Foot Injury,2024-05-13,,43
2023-2024,Aston Villa,19170,M. Rogers,Missing Fixture,Thigh Injury,2024-05-13,,5
2023-2024,Aston Villa,19179,T. Mings,Missing Fixture,Knee Injury,2024-05-13,,273
2023-2024,Aston Villa,47547,A. Moreno,Questionable,Injury,2024-05-19,,0
2023-2024,Aston Villa,1904,B. Kamara,Missing Fixture,Knee Injury,2024-05-19,,168
2023-2024,Aston Villa,19071,E. Buendia,Missing Fixture,Knee Injury,2024-05-19,,280
2023-2024,Aston Villa,19192,J. Ramsey,Missing Fixture,Foot Injury,2024-05-19,,43
2023-2024,Aston Villa,19298,M. Cash,Missing Fixture,Calf Injury,2024-05-19,,144
2023-2024,Aston Villa,19170,M. Rogers,Missing Fixture,Thigh Injury,2024-05-19,,5
2023-2024,Aston Villa,786,N. Zaniolo,Missing Fixture,Leg Injury,2024-05-19,,28
2023-2024,Aston Villa,19179,T. Mings,Missing Fixture,Knee Injury,2024-05-19,,273
2023-2024,Aston Villa,2926,Y. Tielemans,Missing Fixture,Muscle Injury,2024-05-19,,0
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-08-12,,119
2023-2024,Bournemouth,18869,A. Smith,Questionable,Muscle Injury,2023-08-12,,0
2023-2024,Bournemouth,19263,L. Kelly,Questionable,Injury,2023-08-12,,0
2023-2024,Bournemouth,19245,M. Tavernier,Missing Fixture,Thigh Injury,2023-08-12,,265
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-08-12,,281
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-08-19,,119
2023-2024,Bournemouth,18869,A. Smith,Questionable,Muscle Injury,2023-08-19,,0
2023-2024,Bournemouth,18872,L. Cook,Questionable,Hip Injury,2023-08-19,,0
2023-2024,Bournemouth,19245,M. Tavernier,Missing Fixture,Thigh Injury,2023-08-19,,265
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-08-19,,281
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-08-26,,119
2023-2024,Bournemouth,18869,A. Smith,Questionable,Muscle Injury,2023-08-26,,0
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-08-26,,127
2023-2024,Bournemouth,19245,M. Tavernier,Missing Fixture,Thigh Injury,2023-08-26,,265
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-08-26,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-08-26,,7
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-09-02,,119
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-09-02,,127
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-09-02,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-09-02,,7
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-09-17,,119
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-09-17,,127
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-09-17,,281
2023-2024,Bournemouth,1150,T. Adams,Questionable,Thigh Injury,2023-09-17,,0
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-09-24,,119
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-09-24,,127
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-09-24,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-09-24,,161
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-09-30,,119
2023-2024,Bournemouth,18866,C. Mepham,Missing Fixture,Muscle Injury,2023-09-30,,7
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-09-30,,127
2023-2024,Bournemouth,19263,L. Kelly,Missing Fixture,Calf Injury,2023-09-30,,92
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-09-30,,281
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-10-07,,119
2023-2024,Bournemouth,18866,C. Mepham,Missing Fixture,Muscle Injury,2023-10-07,,7
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-10-07,,127
2023-2024,Bournemouth,19263,L. Kelly,Missing Fixture,Calf Injury,2023-10-07,,92
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-10-07,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-10-07,,161
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-10-21,,127
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-10-21,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-10-21,,161
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-10-28,,127
2023-2024,Bournemouth,18872,L. Cook,Missing Fixture,Red Card,2023-10-28,,7
2023-2024,Bournemouth,912,Neto,Missing Fixture,Ankle Injury,2023-10-28,,7
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-10-28,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-10-28,,161
2023-2024,Bournemouth,19229,D. Randolph,Missing Fixture,Illness,2023-11-04,,49
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-11-04,,127
2023-2024,Bournemouth,18872,L. Cook,Missing Fixture,Red Card,2023-11-04,,7
2023-2024,Bournemouth,912,Neto,Missing Fixture,Ankle Injury,2023-11-04,,7
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-11-04,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-11-04,,161
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-11-11,,119
2023-2024,Bournemouth,19229,D. Randolph,Missing Fixture,Illness,2023-11-11,,49
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-11-11,,127
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-11-11,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-11-11,,161
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-11-25,,119
2023-2024,Bournemouth,19229,D. Randolph,Missing Fixture,Illness,2023-11-25,,49
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-11-25,,127
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2023-11-25,,109
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-11-25,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-11-25,,161
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-12-03,,119
2023-2024,Bournemouth,19229,D. Randolph,Missing Fixture,Illness,2023-12-03,,49
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-12-03,,127
2023-2024,Bournemouth,19263,L. Kelly,Missing Fixture,Thigh Injury,2023-12-03,,92
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2023-12-03,,109
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-12-03,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-12-03,,161
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-12-06,,119
2023-2024,Bournemouth,19229,D. Randolph,Missing Fixture,Illness,2023-12-06,,49
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-12-06,,127
2023-2024,Bournemouth,19263,L. Kelly,Missing Fixture,Thigh Injury,2023-12-06,,92
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2023-12-06,,109
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-12-06,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-12-06,,161
2023-2024,Bournemouth,304853,A. Scott,Missing Fixture,Knee Injury,2023-12-09,,119
2023-2024,Bournemouth,19229,D. Randolph,Missing Fixture,Illness,2023-12-09,,49
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-12-09,,127
2023-2024,Bournemouth,31057,H. J. Traore,Missing Fixture,Illness,2023-12-09,,21
2023-2024,Bournemouth,19263,L. Kelly,Missing Fixture,Thigh Injury,2023-12-09,,92
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2023-12-09,,109
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-12-09,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-12-09,,161
2023-2024,Bournemouth,19229,D. Randolph,Missing Fixture,Illness,2023-12-23,,49
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-12-23,,127
2023-2024,Bournemouth,31057,H. J. Traore,Missing Fixture,Illness,2023-12-23,,21
2023-2024,Bournemouth,19263,L. Kelly,Missing Fixture,Thigh Injury,2023-12-23,,92
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2023-12-23,,109
2023-2024,Bournemouth,206254,M. Kerkez,Missing Fixture,Ankle Injury,2023-12-23,,0
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-12-23,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-12-23,,161
2023-2024,Bournemouth,19229,D. Randolph,Questionable,Illness,2023-12-26,,0
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-12-26,,127
2023-2024,Bournemouth,31057,H. J. Traore,Missing Fixture,Illness,2023-12-26,,21
2023-2024,Bournemouth,18872,L. Cook,Questionable,Groin Injury,2023-12-26,,0
2023-2024,Bournemouth,19263,L. Kelly,Missing Fixture,Thigh Injury,2023-12-26,,92
2023-2024,Bournemouth,206254,M. Kerkez,Questionable,Ankle Injury,2023-12-26,,0
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-12-26,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-12-26,,161
2023-2024,Bournemouth,19229,D. Randolph,Missing Fixture,Illness,2023-12-31,,41
2023-2024,Bournemouth,19356,E. Marcondes,Missing Fixture,Ankle Injury,2023-12-31,,127
2023-2024,Bournemouth,31057,H. J. Traore,Missing Fixture,Illness,2023-12-31,,21
2023-2024,Bournemouth,19263,L. Kelly,Missing Fixture,Thigh Injury,2023-12-31,,92
2023-2024,Bournemouth,206254,M. Kerkez,Missing Fixture,Ankle Injury,2023-12-31,,0
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2023-12-31,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2023-12-31,,161
2023-2024,Bournemouth,19281,A. Semenyo,Missing Fixture,National selection,2024-01-21,,0
2023-2024,Bournemouth,18869,A. Smith,Questionable,Injury,2024-01-21,,0
2023-2024,Bournemouth,284797,D. Ouattara,Missing Fixture,National selection,2024-01-21,,11
2023-2024,Bournemouth,19229,D. Randolph,Missing Fixture,Illness,2024-01-21,,41
2023-2024,Bournemouth,206254,M. Kerkez,Questionable,Ankle Injury,2024-01-21,,0
2023-2024,Bournemouth,6610,M. Senesi,Missing Fixture,Yellow Cards,2024-01-21,,52
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-01-21,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2024-01-21,,161
2023-2024,Bournemouth,284797,D. Ouattara,Missing Fixture,International duty,2024-02-01,,11
2023-2024,Bournemouth,19229,D. Randolph,Missing Fixture,Illness,2024-02-01,,41
2023-2024,Bournemouth,20093,J. Hill,Missing Fixture,Ankle Injury,2024-02-01,,36
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2024-02-01,,109
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-02-01,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2024-02-01,,161
2023-2024,Bournemouth,19229,D. Randolph,Missing Fixture,Illness,2024-02-04,,41
2023-2024,Bournemouth,47499,E. Unal,Missing Fixture,Inactive,2024-02-04,,0
2023-2024,Bournemouth,20093,J. Hill,Missing Fixture,Ankle Injury,2024-02-04,,36
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2024-02-04,,109
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-02-04,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2024-02-04,,161
2023-2024,Bournemouth,19229,D. Randolph,Missing Fixture,Illness,2024-02-10,,41
2023-2024,Bournemouth,20093,J. Hill,Missing Fixture,Ankle Injury,2024-02-10,,36
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2024-02-10,,109
2023-2024,Bournemouth,2734,P. Billing,Missing Fixture,Red Card,2024-02-10,,0
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-02-10,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2024-02-10,,161
2023-2024,Bournemouth,20093,J. Hill,Missing Fixture,Ankle Injury,2024-02-17,,36
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2024-02-17,,109
2023-2024,Bournemouth,84082,R. Faivre,Questionable,Illness,2024-02-17,,0
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-02-17,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2024-02-17,,161
2023-2024,Bournemouth,20093,J. Hill,Missing Fixture,Ankle Injury,2024-02-24,,36
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2024-02-24,,109
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-02-24,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2024-02-24,,161
2023-2024,Bournemouth,20093,J. Hill,Missing Fixture,Ankle Injury,2024-03-03,,36
2023-2024,Bournemouth,19263,L. Kelly,Questionable,Hip Injury,2024-03-03,,0
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2024-03-03,,109
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-03-03,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Thigh Injury,2024-03-03,,161
2023-2024,Bournemouth,20093,J. Hill,Missing Fixture,Ankle Injury,2024-03-09,,36
2023-2024,Bournemouth,19263,L. Kelly,Missing Fixture,Hip Injury,2024-03-09,,4
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2024-03-09,,109
2023-2024,Bournemouth,6610,M. Senesi,Missing Fixture,Thigh Injury,2024-03-09,,52
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-03-09,,281
2023-2024,Bournemouth,19263,L. Kelly,Missing Fixture,Hip Injury,2024-03-13,,4
2023-2024,Bournemouth,19070,M. Aarons,Missing Fixture,Thigh Injury,2024-03-13,,109
2023-2024,Bournemouth,6610,M. Senesi,Missing Fixture,Thigh Injury,2024-03-13,,52
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-03-13,,281
2023-2024,Bournemouth,37161,L. Sinisterra,Missing Fixture,Thigh Injury,2024-03-30,,50
2023-2024,Bournemouth,6610,M. Senesi,Questionable,Thigh Injury,2024-03-30,,0
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-03-30,,281
2023-2024,Bournemouth,37161,L. Sinisterra,Missing Fixture,Thigh Injury,2024-04-02,,50
2023-2024,Bournemouth,6610,M. Senesi,Questionable,Thigh Injury,2024-04-02,,0
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-04-02,,281
2023-2024,Bournemouth,18866,C. Mepham,Questionable,Illness,2024-04-06,,0
2023-2024,Bournemouth,37161,L. Sinisterra,Missing Fixture,Thigh Injury,2024-04-06,,50
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-04-06,,281
2023-2024,Bournemouth,19281,A. Semenyo,Questionable,Injury,2024-04-13,,0
2023-2024,Bournemouth,18866,C. Mepham,Questionable,Illness,2024-04-13,,0
2023-2024,Bournemouth,19245,M. Tavernier,Missing Fixture,Thigh Injury,2024-04-13,,265
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-04-13,,281
2023-2024,Bournemouth,1150,T. Adams,Questionable,Injury,2024-04-13,,0
2023-2024,Bournemouth,18866,C. Mepham,Questionable,Illness,2024-04-21,,0
2023-2024,Bournemouth,37161,L. Sinisterra,Missing Fixture,Injury,2024-04-21,,50
2023-2024,Bournemouth,19245,M. Tavernier,Missing Fixture,Thigh Injury,2024-04-21,,265
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-04-21,,281
2023-2024,Bournemouth,1150,T. Adams,Questionable,Injury,2024-04-21,,0
2023-2024,Bournemouth,18866,C. Mepham,Missing Fixture,Illness,2024-04-24,,16
2023-2024,Bournemouth,37161,L. Sinisterra,Missing Fixture,Injury,2024-04-24,,50
2023-2024,Bournemouth,19245,M. Tavernier,Missing Fixture,Thigh Injury,2024-04-24,,265
2023-2024,Bournemouth,84082,R. Faivre,Missing Fixture,Injury,2024-04-24,,3
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-04-24,,281
2023-2024,Bournemouth,1150,T. Adams,Questionable,Injury,2024-04-24,,0
2023-2024,Bournemouth,18866,C. Mepham,Missing Fixture,Illness,2024-04-28,,16
2023-2024,Bournemouth,37161,L. Sinisterra,Missing Fixture,Injury,2024-04-28,,50
2023-2024,Bournemouth,206254,M. Kerkez,Missing Fixture,Red Card,2024-04-28,,13
2023-2024,Bournemouth,19245,M. Tavernier,Missing Fixture,Thigh Injury,2024-04-28,,265
2023-2024,Bournemouth,84082,R. Faivre,Missing Fixture,Injury,2024-04-28,,3
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-04-28,,281
2023-2024,Bournemouth,1150,T. Adams,Questionable,Injury,2024-04-28,,0
2023-2024,Bournemouth,18866,C. Mepham,Missing Fixture,Illness,2024-05-04,,16
2023-2024,Bournemouth,37161,L. Sinisterra,Missing Fixture,Injury,2024-05-04,,50
2023-2024,Bournemouth,206254,M. Kerkez,Missing Fixture,Red Card,2024-05-04,,13
2023-2024,Bournemouth,19245,M. Tavernier,Missing Fixture,Thigh Injury,2024-05-04,,265
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-05-04,,281
2023-2024,Bournemouth,1150,T. Adams,Missing Fixture,Injury,2024-05-04,,0
2023-2024,Bournemouth,18866,C. Mepham,Missing Fixture,Illness,2024-05-11,,16
2023-2024,Bournemouth,37161,L. Sinisterra,Missing Fixture,Injury,2024-05-11,,50
2023-2024,Bournemouth,206254,M. Kerkez,Missing Fixture,Red Card,2024-05-11,,13
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-05-11,,281
2023-2024,Bournemouth,18866,C. Mepham,Questionable,Illness,2024-05-19,,0
2023-2024,Bournemouth,37161,L. Sinisterra,Missing Fixture,Injury,2024-05-19,,50
2023-2024,Bournemouth,18815,R. Fredericks,Missing Fixture,Calf Injury,2024-05-19,,281
2023-2024,Brentford,15799,F. Onyeka,Questionable,Thigh Injury,2023-08-13,,0
2023-2024,Brentford,19974,I. Toney,Missing Fixture,Suspended,2023-08-13,,139
2023-2024,Brentford,18917,B. Mee,Questionable,Muscle Injury,2023-08-19,,0
2023-2024,Brentford,19974,I. Toney,Missing Fixture,Suspended,2023-08-19,,139
2023-2024,Brentford,18917,B. Mee,Questionable,Muscle Injury,2023-08-26,,0
2023-2024,Brentford,19974,I. Toney,Missing Fixture,Suspended,2023-08-26,,139
2023-2024,Brentford,19362,J. Dasilva,Missing Fixture,Thigh Injury,2023-08-26,,78
2023-2024,Brentford,20110,S. Baptiste,Missing Fixture,Shoulder Injury,2023-08-26,,56
2023-2024,Brentford,19974,I. Toney,Missing Fixture,Suspended,2023-09-02,,139
2023-2024,Brentford,19362,J. Dasilva,Missing Fixture,Thigh Injury,2023-09-02,,78
2023-2024,Brentford,15908,M. Damsgaard,Questionable,Knock,2023-09-02,,0
2023-2024,Brentford,20110,S. Baptiste,Missing Fixture,Shoulder Injury,2023-09-02,,56
2023-2024,Brentford,19974,I. Toney,Missing Fixture,Suspended,2023-09-16,,139
